"name","lat","lon","A_in_2km","competitor_groups_2km","comp_stores_2km","is_competing_shoken","is_concern","category"
"くすりのレデイ 宇和島中央店",33.221522,132.559509,1,16,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 寄松店",33.204022,132.55487399999998,0,11,15,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ グラン北宇和島店",33.237269999999995,132.568285,1,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 東大洲店",33.5279125,132.5641745,0,13,14,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 とみす店",33.5164973,132.5559413,0,10,11,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 音戸波多見店",34.1794669,132.5501396,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 呉中通店",34.246499199999995,132.565294,1,12,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ薬局 呉共済病院前店",34.249375,132.558773,1,13,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 広白石店",34.228542499999996,132.63346239999998,2,13,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 広本町店",34.238120599999995,132.6229357,3,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 藤三広店",34.235777899999995,132.623203,3,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 広古新開店",34.237142,132.614115,3,12,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 藤三広薬局",34.2356972,132.6237119,3,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 内子店",33.548656,132.651152,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 宿毛長田店",32.935894999999995,132.719199,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 宿毛店",32.928822,132.70772499999998,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイいよ米湊調剤薬局",33.7491079,132.70259199999998,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ フジ伊予店",33.757118999999996,132.705243,0,4,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 松前筒井店",33.78949,132.70598999999999,0,8,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 新空港通り店",33.837568,132.73975199999998,3,6,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 南斎院店",33.83141,132.72577099999998,1,11,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 空港通り店",33.828993,132.73842399999998,2,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 余戸店",33.817758999999995,132.726663,3,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 垣生店",33.809208,132.70318799999998,2,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ土居田店",33.824835,132.74623,4,7,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 別府店",33.84827,132.722412,0,14,17,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 南江戸店",33.836549,132.746153,5,7,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 北斎院店",33.840477,132.728008,1,12,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ久枝店",33.8704585,132.7411232,0,16,19,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 和気店",33.897043,132.736839,1,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 美沢店",33.850574,132.7478117,1,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 安城寺店",33.873664999999995,132.740801,0,14,16,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 松江店",33.856578,132.715168,0,14,17,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 三津店",33.868512,132.724533,0,15,16,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 古三津店",33.8593268,132.72835179999998,1,19,24,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"レデイ薬局 馬木店",33.8920187,132.7453606,1,7,8,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイハートショップ",33.8553874,132.71961900000002,0,14,17,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ウォンツ 川尻店",34.238149,132.70037059999999,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 砥部店",33.785047999999996,132.785712,0,8,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 砥部宮内店",33.754954,132.78971099999998,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局森松店",33.795727,132.79601,0,9,13,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 日赤前店",33.847649700000005,132.7734602,2,9,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ平和通り店",33.8473562,132.7639321,4,12,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 束本店",33.836192000000004,132.78737500000003,2,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 椿店",33.808411,132.766598,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 小栗店",33.827275,132.75863099999998,4,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 宮西店",33.845227,132.755271,5,12,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 藤原店",33.833025,132.759784,5,8,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 南久米店",33.812309,132.7956184,0,6,7,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 拓川店",33.8255033,132.765624,5,8,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 道後石手店",33.843807,132.798054,2,6,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 桑原店",33.832282,132.792415,2,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 古川店",33.8142841,132.7614984,3,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 松末店",33.82700500000001,132.789561,1,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 東石井店",33.814271,132.778189,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 椿店",33.8084135,132.76632709999998,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 束本店",33.83657,132.78721,3,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 石井店",33.810939999999995,132.778804,0,4,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ薬局 道後店",33.847519999999996,132.77648,2,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 松山店",33.844924,132.753133,5,12,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"レデイ薬局 星の岡店",33.8179391,132.77877429999998,2,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 道後樋又店",33.853014,132.77236299999998,1,11,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 味酒店",33.850524,132.753806,2,15,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 問屋町店",33.8632509,132.7513459,1,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ東長戸店",33.8708692,132.75279620000003,0,13,13,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 潮見店",33.881502999999995,132.750922,1,9,9,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 姫原店",33.867188999999996,132.758521,1,14,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"レデイ薬局六軒家店",33.851404599999995,132.75178449999999,1,13,14,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 夏目店",33.946866,132.77497499999998,0,2,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 北条店",33.968441999999996,132.773386,0,3,3,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ グラン重信店",33.796032,132.83551,2,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"レデイ薬局 グラン重信店",33.796126,132.835455,2,5,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 鷹子店",33.809062,132.81367000000003,0,4,4,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 久米店",33.8096203,132.8063822,0,5,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 久米駅前店",33.817226,132.804235,0,4,5,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"レデイ平井調剤薬局",33.8123432,132.8185741,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 志津川店",33.798015,132.87533,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ウォンツ 大崎上島店",34.2435465,132.89125780000003,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 中村店",32.989008,132.93861400000003,1,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 四万十店",32.98005,132.92036299999998,1,10,11,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 四万十店",32.984451299999996,132.95352309999998,0,7,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 南宝来店",34.060794,132.99821,0,12,20,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 大新田店",34.081997,132.991231,0,9,9,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 阿方店",34.062005,132.965566,1,7,10,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 今治衣干店",34.045621000000004,133.013579,0,8,9,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 喜田村店",34.0454056,133.02039299999998,0,4,6,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 大島店",34.142238,133.04173699999998,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 東予店",33.932843,133.091941,0,8,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 丹原店",33.9058288,133.0597649,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ 東予インター店",33.920750999999996,133.07782899999998,0,10,10,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ氷見店",33.896636799999996,133.1258475,0,2,2,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ神拝店",33.9159047,133.1767441,2,15,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 西条店",33.925205999999996,133.18276,2,18,21,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 須崎西店",33.3886815,133.2792065,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 佐川中央店",33.5015236,133.2958768,1,3,3,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 中萩店",33.931823,133.282187,4,11,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 新居浜店",33.967563,133.283423,4,11,17,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 日高店",33.5339923,133.3686526,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 高岡東店",33.494715299999996,133.4378415,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ いの店",33.550745,133.44244,0,0,0,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 朝倉店",33.5438158,133.4858625,3,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 高知西店",33.542110099999995,133.49957799999999,4,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"調剤薬局ツルハドラッグ 高知西店",33.541799,133.49873499999998,4,11,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 高知長浜店",33.4963652,133.5453533,1,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 桟橋店",33.5514484,133.5459415,4,11,19,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 高知和泉店",33.5708615,133.53897849999998,6,11,15,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 高知駅前店",33.56808,133.544823,4,14,22,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 三島店",33.982676999999995,133.540852,1,5,6,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"レデイ薬局 三島金子店",33.98041,133.536765,1,6,7,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 葛島店",33.5582701,133.56549350000003,6,9,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 四国中央店",33.988405,133.5653,4,10,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ川之江店",34.0055088,133.5718957,5,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 南国店",33.5672013,133.6481958,1,10,12,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"ツルハドラッグ 南国岡豊店",33.5977076,133.6136238,0,1,1,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"ツルハドラッグ 南国中央店",33.5750926,133.6402937,1,10,13,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 野市店",33.560952,133.696634,1,4,4,TRUE,FALSE,"競争維持(競争者2グループ以上)"
"くすりのレデイ 土佐山田店",33.602720999999995,133.686661,0,6,8,FALSE,FALSE,"重複なし(企業結合の影響なし)"
"くすりのレデイ柞田店",34.111078,133.6723041,1,3,5,TRUE,FALSE,"競争維持(競争者2グループ以上)"
